id,audio,text_id,text,normalized_text,phonetic_key,work,section,chapter,verse_id,part,chandas,chandas_engine_verdict,chandas_confidence,pada_count,syllable_count,laghu_guru,gana,yati,speaker,duration_seconds,sample_rate,channels,bit_depth,codec,audio_quality,qc_flags,snr_db_est,mapping_confidence,mapping_signal,duration_check,review_status,review_reason
km_43f35a57a28b,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.43.mp3,sumadhva_vijaya:sarga_15:43,"आम्नायानाममानत्वे धर्म्मादेरप्रमाणता
धर्म्माद्यभावे नो मानं प्रत्यक्षैक-प्रमाणिनः",AmnAyAnAmamAnatve DarmmAderapramARatA DarmmAdyaBAve no mAnaM pratyakzEka-pramARinaH,anayananananatve Darnaderaprananata DarnadyaBave no nanan pratyaksEka-prananina,sumadhva_vijaya,sarga_15,15,43,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGGGLGGG|GGGGLGLG|GGLGGGGG|GGGGLGLG,मरगग|मरलग|तमगग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),10.606,11025,1,32,mp3 (mp3float),B,[],24.3,1.0,dge_linked,plausible,auto_accepted,
km_69a03fb2a574,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.44.mp3,sumadhva_vijaya:sarga_15:44,"न पौरुषेयं वचनं प्रामाण्येन विनिश्चितम्
पौरुषेयत्वतो यद्वद् वाक्यमुन्मत्त-भाषितम्",na pOruzeyaM vacanaM prAmARyena viniScitam pOruzeyatvato yadvad vAkyamunmatta-BAzitam,na pOruseyan vacanan prananyena viniscitan pOruseyatvato yadvad vakyanunata-Basitan,sumadhva_vijaya,sarga_15,15,44,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LGLGGLLG|GGGLLGLG|GLGGLGGG|GLGGLGLG,जतलग|मसलग|ररगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),9.927,11025,1,32,mp3 (mp3float),B,[],22.1,1.0,dge_linked,plausible,auto_accepted,
km_d1f3e9168e44,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.45.mp3,sumadhva_vijaya:sarga_15:45,"विमतः पुरुषोऽज्ञः स्यात्
स्याच्चासौ विप्रलम्भकः
पुंस्त्वाच्चैत्रवदित्यस्ता
सर्वज्ञे केवलानुमा",vimataH puruzo'jYaH syAt syAccAsO vipralamBakaH puMstvAccEtravadityastA sarvajYe kevalAnumA,vinata purusojna syat syacasO vipralanBaka punstvacEtravadityasta sarvajne kevalanuna,sumadhva_vijaya,sarga_15,15,45,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,LLGLLGGG|GGGGLGLG|GGGLLGGG|GGGGLGLG,ससगग|मरलग|मसगग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),9.561,11025,1,32,mp3 (mp3float),B,[],22.6,1.0,dge_linked,plausible,auto_accepted,
km_85566ea85f43,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.46.mp3,sumadhva_vijaya:sarga_15:46,"दुःखाकरोति यद् दैवं
दुःशास्त्रेषूग्र आग्रहः
दुःखाकरोऽति-घोरः स्या
ल्लोकोऽतस्तद्वतां ध्रुवः",duHKAkaroti yad dEvaM duHSAstrezUgra AgrahaH duHKAkaro'ti-GoraH syA lloko'tastadvatAM DruvaH,duKakaroti yad dEvan dusastresugra agraha duKakaroti-Gora sya lokotastadvatan Druva,sumadhva_vijaya,sarga_15,15,46,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGLGLGGG|GGGGLGLG|GGLGLGGG|GGGGLGLG,तरगग|मरलग|तरगग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),10.188,11025,1,32,mp3 (mp3float),B,[],25.2,1.0,dge_linked,plausible,auto_accepted,
km_a675ff2e9666,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.47.mp3,sumadhva_vijaya:sarga_15:47,"आस्माकेऽपेक्षिते पक्षे
मोक्षं दद्यादधोक्षजः
यत्र स्वानन्दिनः सन्तः
सेवन्ते विषयान् बहून्",AsmAke'pekzite pakze mokzaM dadyAdaDokzajaH yatra svAnandinaH santaH sevante vizayAn bahUn,asnakepeksite pakse noksan dadyadaDoksaja yatra svanandina santa sevante visayan bahun,sumadhva_vijaya,sarga_15,15,47,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGGLGGG|GGGGLGLG|GGGGLGGG|GGGLLGLG,मरगग|मरलग|मरगग|मसलग,[],dge_linked:sumadhva_vijaya (unattributed),9.665,11025,1,32,mp3 (mp3float),B,[],21.3,1.0,dge_linked,plausible,auto_accepted,
km_947fbec42bd4,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.48.mp3,sumadhva_vijaya:sarga_15:48,"स्व-व्याहत्यादिनोपेक्ष्या
मुक्तिर्या निर्विशेषिता
कदेत्याद्यनुयोगेऽस्या
विशेषः स्यान्ननूत्तरे",sva-vyAhatyAdinopekzyA muktiryA nirviSezitA kadetyAdyanuyoge'syA viSezaH syAnnanUttare,sva-vyahatyadinopeksya nuktirya nirvisesita kadetyadyanuyogesya visesa syananutare,sumadhva_vijaya,sarga_15,15,48,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGGLGGG|GGGGLGLG|LGGLLGGG|LGGGLGLG,मरगग|मरलग|यसगग|यरलग,[],dge_linked:sumadhva_vijaya (unattributed),10.083,11025,1,32,mp3 (mp3float),B,[],21.2,1.0,dge_linked,plausible,auto_accepted,
km_2aed92bb87ef,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.49.mp3,sumadhva_vijaya:sarga_15:49,"अपि बुद्ध्यादि-रहितः
पुरुषार्थी न सर्वथा
निखिलानु-भवाभावात्
पुत्तळीका-पुरोगवत्",api budDyAdi-rahitaH puruzArTI na sarvaTA niKilAnu-BavABAvAt puttaLIkA-purogavat,api budDyadi-rahita purusarTi na sarvaTa niKilanu-BavaBavat putaLika-purogavat,sumadhva_vijaya,sarga_15,15,49,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LLGGLLLG|LLGGLGLG|LLGLLGGG|GLGGLGLG,सभलग|सरलग|ससगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),8.725,11025,1,32,mp3 (mp3float),B,[],25.7,1.0,dge_linked,plausible,auto_accepted,
km_68881b809ce6,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.5.mp3,sumadhva_vijaya:sarga_15:5,"सूत्र-स्यन्दन-वृन्दाढ्या दुर्वार-श्रुति-वारणा
सूपपत्ति-महापत्तिर्विचित्र-स्मृति-सप्तिका",sUtra-syandana-vfndAQyA durvAra-Sruti-vAraRA sUpapatti-mahApattirvicitra-smfti-saptikA,sutra-syandana-vrndaQya durvara-sruti-varana supapati-nahapatirvicitra-snrti-saptika,sumadhva_vijaya,sarga_15,15,5,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGLLGGG|GGGLLGLG|GLGLLGGG|LGGLLGLG,मसगग|मसलग|रसगग|यसलग,[],dge_linked:sumadhva_vijaya (unattributed),11.024,11025,1,32,mp3 (mp3float),B,[],22.5,1.0,dge_linked,plausible,auto_accepted,
km_6c635ab2ae5a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.50.mp3,sumadhva_vijaya:sarga_15:50,"ज्ञानप्रयत्नवाञ्छावान्
ईशो न ह्यशुभं भजेत्
स्वसामर्थ्येन तेनैव
तं च कुर्य्यात् स तादृशम्",jYAnaprayatnavAYCAvAn ISo na hyaSuBaM Bajet svasAmarTyena tenEva taM ca kuryyAt sa tAdfSam,jnanaprayatnavanCavan iso na hyasuBan Bajet svasanarTyena tenEva tan ca kuryat sa tadrsan,sumadhva_vijaya,sarga_15,15,50,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGLGLGGG|GGGLLGLG|LGGGLGGL|GLGGLGLG,तरगग|मसलग|यरगल|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),10.031,11025,1,32,mp3 (mp3float),B,[],22.6,1.0,dge_linked,plausible,auto_accepted,
km_2572a746d405,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.51.mp3,sumadhva_vijaya:sarga_15:51,"दुःखव्याप्तं सुखं बद्धे
दृष्ट्वा मुक्ते निरस्यता
स्वरूपं च निरस्येत
शून्यवादी तदा भवेत्",duHKavyAptaM suKaM badDe dfzwvA mukte nirasyatA svarUpaM ca nirasyeta SUnyavAdI tadA Bavet,duKavyaptan suKan badDe drswva nukte nirasyata svarupan ca nirasyeta sunyavadi tada Bavet,sumadhva_vijaya,sarga_15,15,51,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGGLGGG|GGGGLGLG|LGGLLGGL|GLGGLGLG,मरगग|मरलग|यसगल|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),10.919,11025,1,32,mp3 (mp3float),B,[],23.6,1.0,dge_linked,plausible,auto_accepted,
km_ffff94f7f0b2,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.52.mp3,sumadhva_vijaya:sarga_15:52,"ननु विप्रतिपन्नः स्या
दूर्म्मिमान् देहवत्त्वतः
चैत्रो यथेत्युपाधिः स्यात्
तत्र चाशुद्धदेहिता",nanu vipratipannaH syA dUrmmimAn dehavattvataH cEtro yaTetyupADiH syAt tatra cASudDadehitA,nanu vipratipana sya durninan dehavatvata cEtro yaTetyupaDi syat tatra casudDadehita,sumadhva_vijaya,sarga_15,15,52,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,LLGLLGGG|GLGGLGLG|GGLGLGGG|GLGGLGLG,ससगग|ररलग|तरगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),9.509,11025,1,32,mp3 (mp3float),B,[],22.9,1.0,dge_linked,plausible,auto_accepted,
km_e605fe231f3b,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.53.mp3,sumadhva_vijaya:sarga_15:53,"अनैकान्तिकता हेतो
र्देहवत्त्वादधीशितुः
सोऽदेहश्चेदनिच्छादि
र्भवेच्छशविषाणवत्",anEkAntikatA heto rdehavattvAdaDISituH so'dehaScedanicCAdi rBavecCaSavizARavat,anEkantikata heto rdehavatvadaDisitu sodehascedanicCadi rBavecCasavisanavat,sumadhva_vijaya,sarga_15,15,53,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,LGGLLGGG|GLGGLGLG|GGGGLGGL|LGLLLGLG,यसगग|ररलग|मरगल|जसलग,[],dge_linked:sumadhva_vijaya (unattributed),9.352,11025,1,32,mp3 (mp3float),B,[],21.8,1.0,dge_linked,plausible,auto_accepted,
km_0f0386c34322,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.54.mp3,sumadhva_vijaya:sarga_15:54,"ज्ञात्रादिरूपमस्य स्याद्
वैलक्षण्याय चेत् ततः
तदेव देहशब्दोक्तं
न ह्यसौ प्राकृताकृतिः",jYAtrAdirUpamasya syAd vElakzaRyAya cet tataH tadeva dehaSabdoktaM na hyasO prAkftAkftiH,jnatradirupanasya syad vElaksanyaya cet tata tadeva dehasabdoktan na hyasO prakrtakrti,sumadhva_vijaya,sarga_15,15,54,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGLGLGGG|GGGGLGLG|LGLGLGGG|GLGGLGLG,तरगग|मरलग|जरगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),8.934,11025,1,32,mp3 (mp3float),B,[],23.6,1.0,dge_linked,plausible,auto_accepted,
km_706eb813d2db,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.55.mp3,sumadhva_vijaya:sarga_15:55,"एवं स्वरूप-देहत्वं
मुक्तस्याप्युररीकृतम्
नानिष्ट-भोगस्तेन स्यात्
प्राकृत-क्षेत्र-सम्भवः",evaM svarUpa-dehatvaM muktasyApyurarIkftam nAnizwa-Bogastena syAt prAkfta-kzetra-samBavaH,evan svarupa-dehatvan nuktasyapyurarikrtan naniswa-Bogastena syat prakrta-ksetra-sanBava,sumadhva_vijaya,sarga_15,15,55,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGLGLGGG|GGGLLGLG|GGLGGGGG|GLGGLGLG,तरगग|मसलग|तमगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),9.143,11025,1,32,mp3 (mp3float),B,[],24.8,1.0,dge_linked,plausible,auto_accepted,
km_eaf78da4a518,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.56.mp3,sumadhva_vijaya:sarga_15:56,"विमतो नावयववान्
विनाशित्व-प्रसङ्गतः
पटवच्चेदवयवा
निरस्यन्तेऽत्र कीदृशाः",vimato nAvayavavAn vinASitva-prasaNgataH pawavaccedavayavA nirasyante'tra kIdfSAH,vinato navayavavan vinasitva-prasangata pawavacedavayava nirasyantetra kidrsa,sumadhva_vijaya,sarga_15,15,56,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LLGGLLLG|LGGGLGLG|LLGGLLLG|LGGGLGLG,सभलग|यरलग|सभलग|यरलग,[],dge_linked:sumadhva_vijaya (unattributed),8.934,11025,1,32,mp3 (mp3float),B,[],25.5,1.0,dge_linked,plausible,auto_accepted,
km_21509596cdc7,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.57.mp3,sumadhva_vijaya:sarga_15:57,"सिद्ध-साधनता हेतो
स्ते भिन्नाश्चेदचिन्मयाः
आत्मनो भेद-रहिता
एष्टव्या एव वादिभिः",sidDa-sADanatA heto ste BinnAScedacinmayAH Atmano Beda-rahitA ezwavyA eva vAdiBiH,sidDa-saDanata heto ste Binascedacinaya atnano Beda-rahita eswavya eva vadiBi,sumadhva_vijaya,sarga_15,15,57,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GLGLLGGG|GGGGLGLG|GLGGLLLG|GGGGLGLG,रसगग|मरलग|रभलग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),9.247,11025,1,32,mp3 (mp3float),B,[],22.9,1.0,dge_linked,plausible,auto_accepted,
km_ed82a83fafe0,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.58.mp3,sumadhva_vijaya:sarga_15:58,"परमाण्वादि-देशेषु
व्याप्त्यै व्यामादिकेष्वपि
यथाऽऽत्मनः प्रदेशाः स्यु
स्तेषां नोऽवयवास्तथा",paramARvAdi-deSezu vyAptyE vyAmAdikezvapi yaTA''tmanaH pradeSAH syu stezAM no'vayavAstaTA,parananvadi-desesu vyaptyE vyanadikesvapi yaTatnana pradesa syu stesan novayavastaTa,sumadhva_vijaya,sarga_15,15,58,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,LLGGLGGL|GGGGLGLL|LGLGLGGL|GGGLLGLG,सरगल|मरलल|जरगल|मसलग,[],dge_linked:sumadhva_vijaya (unattributed),9.874,11025,1,32,mp3 (mp3float),B,[],24.1,1.0,dge_linked,plausible,auto_accepted,
km_f8195edcffe2,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.59.mp3,sumadhva_vijaya:sarga_15:59,"मुक्तो रूपादि-वित् सत्त्वा
ज्जडान्यत्वे सतीशवत्
दृष्टान्तोऽसाध्य-विकल
स्तस्य सर्वज्ञताग्रहात्",mukto rUpAdi-vit sattvA jjaqAnyatve satISavat dfzwAnto'sADya-vikala stasya sarvajYatAgrahAt,nukto rupadi-vit satva jaqanyatve satisavat drswantosaDya-vikala stasya sarvajnatagrahat,sumadhva_vijaya,sarga_15,15,59,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGGGLGGG|LGGGLGLG|GGGGLLLL|GLGGLGLG,मरगग|यरलग|मभलल|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),10.971,11025,1,32,mp3 (mp3float),B,[],28.5,1.0,dge_linked,plausible,auto_accepted,
km_80f34cdd7d1a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.6.mp3,sumadhva_vijaya:sarga_15:6,"वर्द्धितोर्मि-हरि-प्रेष्ठा सु-पयोधर-सु-स्वरा
सवितान-प्रकाशार्था सागरी श्रीरिवापरा",vardDitormi-hari-prezWA su-payoDara-su-svarA savitAna-prakASArTA sAgarI SrIrivAparA,vardDitorni-hari-presWa su-payoDara-su-svara savitana-prakasarTa sagari sririvapara,sumadhva_vijaya,sarga_15,15,6,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GLGLLGGG|LLGLLGLG|LLGGLGGG|GLGGLGLG,रसगग|ससलग|सरगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),11.18,11025,1,32,mp3 (mp3float),B,[],26.3,1.0,dge_linked,plausible,auto_accepted,
km_b092b5a5e8db,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.60.mp3,sumadhva_vijaya:sarga_15:60,"ईश्वरो न सुखी तेन
रूपाद्यनुभवन्नपि
दुःख-प्रसङ्गादिति मा
वादि तद्-व्याप्ति-दूषणात्",ISvaro na suKI tena rUpAdyanuBavannapi duHKa-prasaNgAditi mA vAdi tad-vyApti-dUzaRAt,isvaro na suKi tena rupadyanuBavanapi duKa-prasangaditi na vadi tad-vyapti-dusanat,sumadhva_vijaya,sarga_15,15,60,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GLGLLGGL|GGLLLGLL|GGLGGLLG|GLGGLGLG,रसगल|तसलल|ततलग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),11.755,11025,1,32,mp3 (mp3float),B,[],27.0,1.0,dge_linked,plausible,auto_accepted,
km_e61cb5e00820,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.61.mp3,sumadhva_vijaya:sarga_15:61,"दृष्टान्तो यस्य नेष्टोऽयं
तस्य स्याद् व्यतिरेकवान्
शिलावदित्यतः शुद्ध
चिद्-देहेन्द्रिय-भोग्यसौ",dfzwAnto yasya nezwo'yaM tasya syAd vyatirekavAn SilAvadityataH SudDa cid-dehendriya-BogyasO,drswanto yasya neswoyan tasya syad vyatirekavan silavadityata sudDa cid-dehendriya-BogyasO,sumadhva_vijaya,sarga_15,15,61,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGGLGGG|GGGLLGLG|LGLGLGGL|GGGLLGLG,मरगग|मसलग|जरगल|मसलग,[],dge_linked:sumadhva_vijaya (unattributed),11.233,11025,1,32,mp3 (mp3float),B,[],24.7,1.0,dge_linked,plausible,auto_accepted,
km_20359d9108e4,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.62.mp3,sumadhva_vijaya:sarga_15:62,"स्वानन्द-विषये मोक्षे
वेदोक्ते युक्ति-साधिते
द्वेषोऽयं वादिनां कस्मात्
तद्विरुद्धेऽथवाऽऽग्रहः",svAnanda-vizaye mokze vedokte yukti-sADite dvezo'yaM vAdinAM kasmAt tadvirudDe'TavA''grahaH,svananda-visaye nokse vedokte yukti-saDite dvesoyan vadinan kasnat tadvirudDeTavagraha,sumadhva_vijaya,sarga_15,15,62,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGLLLGGG|GGGGLGLG|GGGGLGGG|GLGGLGLG,तसगग|मरलग|मरगग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),12.225,11025,1,32,mp3 (mp3float),B,[],25.2,1.0,dge_linked,plausible,auto_accepted,
km_71ddb25d8f1a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.63.mp3,sumadhva_vijaya:sarga_15:63,"ततः स्वतः प्रमाणेन
वेदेनैवावबोधितः
विष्णुर्मोक्षस्य दातेति
विश्वं भवति शोभनम्",tataH svataH pramARena vedenEvAvaboDitaH vizRurmokzasya dAteti viSvaM Bavati SoBanam,tata svata prananena vedenEvavaboDita visnurnoksasya dateti visvan Bavati soBanan,sumadhva_vijaya,sarga_15,15,63,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,LGLGLGGL|GGGGLGLG|GGGGLGGL|GGLLLGLG,जरगल|मरलग|मरगल|तसलग,[],dge_linked:sumadhva_vijaya (unattributed),9.352,11025,1,32,mp3 (mp3float),B,[],24.6,1.0,dge_linked,plausible,auto_accepted,
km_79cb278b8820,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.64.mp3,sumadhva_vijaya:sarga_15:64,"इत्यादीन् दर्शयन्त्यर्थान्
व्याख्योपन्यास-संयुता
तदा त्रि-विक्रमार्येण
विश्वाभिज्ञस्य शुश्रुवे",ityAdIn darSayantyarTAn vyAKyopanyAsa-saMyutA tadA tri-vikramAryeRa viSvABijYasya SuSruve,ityadin darsayantyarTan vyaKyopanyasa-sanyuta tada tri-vikranaryena visvaBijnasya susruve,sumadhva_vijaya,sarga_15,15,64,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGGGLGGG|GGGGLGLG|LGLGLGGL|GGGGLGLG,मरगग|मरलग|जरगल|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),11.807,11025,1,32,mp3 (mp3float),B,[],26.3,1.0,dge_linked,plausible,auto_accepted,
km_5a7c9ad95789,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.65.mp3,sumadhva_vijaya:sarga_15:65,"अथ प्रायुङ्क विविधान् बोध-चाप-गुणेरितान्
विपक्ष-युक्तान् वीर्येण तीक्ष्णांस्तर्क-शरानसौ",aTa prAyuNka viviDAn boDa-cApa-guReritAn vipakza-yuktAn vIryeRa tIkzRAMstarka-SarAnasO,aTa prayunka viviDan boDa-capa-guneritan vipaksa-yuktan viryena tiksnanstarka-saranasO,sumadhva_vijaya,sarga_15,15,65,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LGGGLLLG|GLGLLGLG|LGLGGGGL|GGGLLGLG,यभलग|रसलग|जमगल|मसलग,[],dge_linked:sumadhva_vijaya (unattributed),10.815,11025,1,32,mp3 (mp3float),B,[],26.3,1.0,dge_linked,plausible,auto_accepted,
km_afd3c0c45386,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.66.mp3,sumadhva_vijaya:sarga_15:66,"चिच्छेदातुच्छ-धिषणस्तांस्तदा तर्क-सायकैः
प्रयुक्त-मात्रान् प्रहसँल्लीलयाऽति-शयालुभिः",cicCedAtucCa-DizaRastAMstadA tarka-sAyakEH prayukta-mAtrAn prahasa~llIlayA'ti-SayAluBiH,cicCedatucCa-Disanastanstada tarka-sayakE prayukta-natran prahasanlilayati-sayaluBi,sumadhva_vijaya,sarga_15,15,66,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGGGLLLG|GLGGLGLG|LGLGGLLG|GLGLLGLG,मभलग|ररलग|जतलग|रसलग,[],dge_linked:sumadhva_vijaya (unattributed),9.143,11025,1,32,mp3 (mp3float),B,[],26.1,1.0,dge_linked,plausible,auto_accepted,
km_ac4350c7faca,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.67.mp3,sumadhva_vijaya:sarga_15:67,"अधार्याणीतर-जनैरनिवर्त्यानि पूरुषैः
विजिगीषुर्द्विज-श्रेष्ठो वेदास्त्राणि प्रयुक्तवान्",aDAryARItara-janEranivartyAni pUruzEH vijigIzurdvija-SrezWo vedAstrARi prayuktavAn,aDaryanitara-janEranivartyani purusE vijigisurdvija-sresWo vedastrani prayuktavan,sumadhva_vijaya,sarga_15,15,67,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LGGGLLLG|LLGGLGLG|LLGGLGGG|GGGGLGLG,यभलग|सरलग|सरगग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),10.501,11025,1,32,mp3 (mp3float),B,[],25.9,1.0,dge_linked,plausible,auto_accepted,
km_492ca65fc087,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.68.mp3,sumadhva_vijaya:sarga_15:68,"वाक्यैरति-बलीयोभिः प्रत्यस्त्रैरिव वैदिकैः
अर्थान्तरं प्रकटयंस्तान्यसौ संन्यवर्तयत्",vAkyErati-balIyoBiH pratyastrEriva vEdikEH arTAntaraM prakawayaMstAnyasO saMnyavartayat,vakyErati-baliyoBi pratyastrEriva vEdikE arTantaran prakawayanstanyasO sanyavartayat,sumadhva_vijaya,sarga_15,15,68,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGLLLGGG|GGGLLGLG|GGLGLLLG|GLGGLGLG,तसगग|मसलग|तभलग|ररलग,[],dge_linked:sumadhva_vijaya (unattributed),10.397,11025,1,32,mp3 (mp3float),B,[],26.1,1.0,dge_linked,plausible,auto_accepted,
km_020ecfccbca4,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.69.mp3,sumadhva_vijaya:sarga_15:69,"सप्ताष्टानि दिनान्येवं वादं कृत्वा सहामुना
निरुत्तरं तं निश्चोद्यं चक्रे चक्रायुध-प्रियः",saptAzwAni dinAnyevaM vAdaM kftvA sahAmunA niruttaraM taM niScodyaM cakre cakrAyuDa-priyaH,saptaswani dinanyevan vadan krtva sahanuna nirutaran tan niscodyan cakre cakrayuDa-priya,sumadhva_vijaya,sarga_15,15,69,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,GGGLLGGG|GGGGLGLG|LGLGGGGG|GGGGLGLG,मसगग|मरलग|जमगग|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),11.076,11025,1,32,mp3 (mp3float),B,[],25.5,1.0,dge_linked,plausible,auto_accepted,
km_973dffea6876,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv15.7.mp3,sumadhva_vijaya:sarga_15:7,"पद्मेश-पद-पद्म-श्रित् कृत्याङ्गं पद्म-जन्मनः
लाळिता शिरसेशेन गङ्गेवाशेष-पावनी",padmeSa-pada-padma-Srit kftyANgaM padma-janmanaH lALitA SiraseSena gaNgevASeza-pAvanI,padnesa-pada-padna-srit krtyangan padna-janana laLita sirasesena gangevasesa-pavani,sumadhva_vijaya,sarga_15,15,7,full,अनुष्टुप्,अनुष्टुप् (श्लोकः) — पथ्या,1.0,4,32,GGLLLGGG|GGGGLGLG|GLGLLGGL|GGGGLGLG,तसगग|मरलग|रसगल|मरलग,[],dge_linked:sumadhva_vijaya (unattributed),9.665,11025,1,32,mp3 (mp3float),B,[],23.3,1.0,dge_linked,plausible,auto_accepted,
